,new_machine,cost,revenue
5451,1,5.26,46.49
5452,1,2.11,15.45
5453,1,6.06,48.72
5454,1,0.33,0.0
5455,0,0.88,2.59
5456,1,6.13,57.39
5457,0,0.13,0.0
5458,1,1.69,12.5
5459,1,6.91,59.2
5460,0,1.77,12.62
5461,0,0.27,0.0
5462,0,1.84,14.78
5463,0,3.95,34.87
5464,1,1.95,7.93
5465,1,7.24,68.76
5466,1,9.26,81.55
5467,0,0.55,2.82
5468,0,0.29,0.0
5469,0,1.07,7.02
5470,1,2.05,15.0
5471,0,0.51,1.0
5472,0,0.83,5.04
5473,1,9.11,79.22
5474,0,3.76,34.29
5475,1,3.41,23.38
5476,1,4.04,32.32
5477,0,0.01,0.0
5478,0,0.47,0.47
5479,0,3.53,30.93
5480,0,3.77,34.15
5481,1,6.1,54.37
5482,0,2.64,23.33
5483,1,2.85,21.93
5484,1,2.34,12.34
5485,0,5.09,46.5
5486,0,5.73,52.41
5487,0,1.8,13.74
5488,1,2.21,11.26
5489,1,0.5,0.0
5490,0,4.71,43.65
5491,0,3.35,30.15
5492,0,1.74,14.7
5493,1,2.18,16.4
5494,1,7.19,65.21
5495,0,6.3,59.85
5496,1,0.69,3.0
5497,1,6.27,53.27
5498,0,2.14,19.79
5499,0,0.34,0.0
5500,1,1.29,7.5
5501,0,3.48,30.08
5502,1,7.17,65.05
5503,1,0.89,1.03
5504,0,2.82,25.39
5505,1,3.98,33.04
5506,0,0.97,6.32
5507,1,4.56,40.62
5508,0,0.33,0.0
5509,0,0.82,3.38
5510,0,0.0,0.0
5511,1,2.38,17.07
5512,0,0.92,6.02
5513,0,0.24,0.0
5514,1,7.13,61.76
5515,1,1.31,4.27
5516,1,3.39,21.76
5517,0,0.95,5.38
5518,0,2.73,22.4
5519,0,3.19,28.3
5520,1,4.76,36.22
5521,1,1.79,6.94
5522,0,0.15,0.0
5523,0,5.84,52.18
5524,0,10.45,99.39
5525,0,6.52,60.67
5526,1,0.72,0.0
5527,1,5.05,44.29
5528,1,2.09,16.7
5529,0,3.0,26.88
5530,0,2.84,25.56
5531,0,2.3,18.77
5532,0,3.37,28.0
5533,1,3.86,24.85
5534,1,2.94,23.04
5535,1,0.72,2.93
5536,1,6.42,56.63
5537,1,4.68,38.47
5538,1,10.35,95.29
5539,0,4.71,43.41
5540,1,3.57,24.81
5541,0,7.47,69.93
5542,0,3.19,28.59
5543,1,1.68,8.81
5544,0,0.58,2.65
5545,1,3.64,24.54
5546,1,4.9,36.81
5547,0,5.21,48.48
5548,1,1.19,7.93
5549,0,6.97,66.48
5550,1,2.9,23.32
5551,1,4.35,35.57
5552,1,5.09,45.66
5553,0,8.03,75.87
5554,1,1.55,6.84
5555,0,1.5,10.27
5556,1,7.53,66.78
5557,1,5.8,50.73
5558,1,1.86,13.76
5559,1,2.76,18.02
5560,0,3.79,32.82
5561,1,0.43,0.0
5562,1,1.86,10.07
5563,0,0.69,3.0
5564,1,3.06,19.15
5565,0,4.44,40.55
5566,0,0.42,0.01
5567,1,13.42,127.08
5568,0,1.89,13.15
5569,0,4.45,42.13
5570,0,1.3,8.32
5571,1,2.83,17.24
5572,0,10.05,97.27
5573,0,3.52,32.15
5574,0,0.08,0.0
5575,0,0.79,3.83
5576,1,1.05,5.98
5577,0,9.58,90.28
5578,0,4.4,39.32
5579,1,3.93,30.73
5580,1,0.6,0.0
5581,1,5.24,46.28
5582,0,0.6,3.23
5583,0,0.48,0.42
5584,1,6.81,58.85
5585,0,0.02,0.0
5586,0,0.2,0.0
5587,0,7.55,70.87
5588,1,1.54,6.28
5589,1,5.25,39.84
5590,1,4.1,29.97
5591,1,0.68,0.0
5592,1,5.15,43.97
5593,0,0.7,3.1
5594,0,3.57,31.23
5595,0,1.44,11.41
5596,1,2.66,20.93
5597,1,9.01,83.1
5598,1,1.07,4.96
5599,1,1.66,6.46
5600,0,1.04,7.14
5601,0,1.39,9.75
5602,0,2.58,22.0
5603,1,5.81,46.11
5604,1,6.87,63.97
5605,1,0.47,0.0
5606,0,3.15,28.0
5607,1,3.11,24.74
5608,0,2.76,24.16
5609,1,4.88,44.64
5610,0,8.33,78.95
5611,0,4.14,38.82
5612,1,1.33,2.73
5613,1,9.56,90.28
5614,1,6.8,55.89
5615,1,1.14,4.97
5616,1,0.63,1.05
5617,0,4.92,45.03
5618,0,11.23,107.24
5619,1,0.69,1.68
5620,0,3.16,25.58
5621,1,0.85,0.0
5622,1,0.29,0.0
5623,1,5.05,44.45
5624,0,5.07,47.64
5625,0,1.29,9.24
5626,1,2.69,13.85
5627,0,4.54,42.0
5628,1,6.26,55.65
5629,1,1.92,6.41
5630,0,4.6,41.3
5631,0,0.67,1.62
5632,0,1.78,14.02
5633,1,4.54,35.21
5634,0,3.47,30.52
5635,0,2.09,15.48
5636,1,3.96,30.99
5637,1,0.96,0.44
5638,1,1.15,6.51
5639,0,0.73,2.49
5640,1,1.19,0.0
5641,1,1.1,3.21
5642,1,6.11,55.42
5643,0,6.8,63.62
5644,1,3.22,20.32
5645,0,1.99,17.23
5646,1,2.06,13.12
5647,1,9.71,91.48
5648,1,8.89,80.85
5649,1,1.51,2.81
5650,1,0.65,0.0
5651,0,0.17,0.0
5652,1,2.11,11.59
5653,0,1.62,12.58
5654,1,0.92,2.44
5655,0,7.59,71.36
5656,0,5.44,50.48
5657,0,4.09,36.98
5658,0,1.98,16.13
5659,0,6.53,62.39
5660,0,8.71,80.58
5661,1,6.94,59.75
5662,0,0.91,5.63
5663,0,5.99,55.57
5664,0,1.29,8.64
5665,0,0.39,0.0
5666,1,4.9,38.86
5667,0,4.96,42.56
5668,0,12.98,125.75
5669,0,1.97,17.66
5670,1,1.87,6.57
5671,1,0.31,0.0
5672,0,1.6,12.93
5673,0,2.58,20.34
5674,0,2.06,15.87
5675,1,0.87,1.59
5676,0,1.39,8.33
5677,1,8.46,72.34
5678,1,2.04,15.16
5679,1,2.83,20.27
5680,1,2.86,17.3
5681,1,2.26,13.84
5682,1,1.05,0.0
5683,0,0.78,3.3
5684,1,3.05,17.11
5685,0,2.63,22.43
5686,1,2.13,15.63
5687,1,2.3,11.46
5688,1,5.22,45.09
5689,0,3.56,30.75
5690,0,8.72,83.84
5691,1,1.08,0.0
5692,1,4.25,38.8
5693,1,0.97,0.0
5694,1,1.29,6.02
5695,0,7.47,71.53
5696,1,5.03,41.68
5697,0,3.25,29.26
5698,1,2.43,15.87
5699,1,0.63,0.0
5700,0,0.9,3.87
5701,0,1.97,16.63
5702,1,1.73,10.42
5703,0,1.84,14.22
5704,0,0.09,0.0
5705,0,3.01,25.58
5706,0,1.8,14.24
5707,0,0.05,0.0
5708,1,9.25,83.31
5709,0,0.66,2.61
5710,0,0.56,1.65
5711,1,4.68,37.65
5712,1,1.95,9.34
5713,1,3.28,26.65
5714,0,0.02,0.0
5715,0,1.69,13.38
5716,0,0.08,0.0
5717,0,0.71,3.32
5718,0,0.65,3.55
5719,0,10.61,101.93
5720,0,1.08,6.9
5721,0,5.48,50.96
5722,1,2.6,14.17
5723,0,5.94,55.56
5724,0,3.26,28.0
5725,0,0.02,0.0
5726,0,0.36,0.0
5727,1,0.86,0.0
5728,1,1.1,1.04
5729,0,0.75,3.0
5730,1,5.38,42.98
5731,0,3.97,35.35
5732,0,0.84,4.64
5733,0,1.48,11.84
5734,0,5.89,54.95
5735,1,0.51,0.0
5736,1,2.89,21.62
5737,0,0.37,0.5
5738,1,15.66,150.15
5739,0,1.75,13.09
5740,1,7.87,69.8
5741,0,0.5,0.54
5742,1,14.49,137.61
5743,0,0.18,0.0
5744,1,0.97,0.0
5745,0,5.2,48.62
5746,0,4.5,40.66
5747,1,1.74,7.95
5748,0,0.85,5.37
5749,0,1.92,14.97
5750,1,9.49,85.41
5751,1,3.82,28.6
5752,1,5.84,50.81
5753,0,6.05,54.45
5754,0,0.43,1.24
5755,1,2.75,22.37
5756,1,13.59,127.27
5757,0,0.3,0.0
5758,0,1.76,13.43
5759,1,5.18,40.5
5760,0,13.69,132.77
5761,0,0.38,0.0
5762,1,1.6,10.94
5763,0,4.19,39.89
5764,1,2.89,23.46
5765,0,6.33,59.6
5766,0,0.32,0.49
5767,1,2.92,21.71
5768,0,2.82,25.04
5769,0,5.05,45.26
5770,1,5.99,50.74
5771,0,1.93,17.41
5772,1,2.82,25.04
5773,0,0.02,0.0
5774,1,4.24,32.18
5775,0,0.05,0.0
5776,1,3.66,27.12
5777,1,2.61,17.85
5778,1,9.72,89.21
5779,1,1.27,2.63
5780,1,2.01,12.61
5781,0,5.84,54.52
5782,1,2.32,17.8
5783,1,5.24,46.19
5784,1,3.04,18.22
5785,0,3.44,32.22
5786,1,6.61,60.59
5787,0,0.17,0.0
5788,1,6.89,60.88
5789,0,0.59,4.01
5790,1,4.96,38.68
5791,1,2.64,20.72
5792,0,1.21,9.31
5793,0,9.55,92.72
5794,0,5.52,51.07
5795,0,1.01,6.11
5796,1,1.45,3.01
5797,1,1.86,10.58
5798,1,1.52,8.92
5799,1,0.71,2.28
5800,1,9.18,80.78
5801,0,6.56,61.02
5802,1,6.76,59.62
5803,0,1.82,15.29
5804,0,4.68,42.01
5805,1,1.42,8.34
5806,0,5.91,54.6
5807,1,7.35,66.56
5808,0,2.32,18.35
5809,1,2.04,16.73
5810,1,3.21,19.89
5811,0,0.82,4.19
5812,0,0.29,0.0
5813,1,1.51,11.42
5814,0,4.6,42.74
5815,1,3.7,32.34
5816,1,5.52,51.59
5817,0,1.8,13.87
5818,0,0.4,0.0
5819,1,2.42,19.21
5820,1,0.75,0.0
5821,0,1.69,13.01
5822,1,0.9,3.31
5823,1,6.1,52.06
5824,0,0.41,1.3
5825,0,1.93,14.9
5826,1,1.94,10.59
5827,1,5.69,53.18
5828,0,2.47,21.39
5829,0,1.93,14.84
5830,0,2.72,22.52
5831,1,1.34,4.99
5832,1,2.81,19.86
5833,0,1.29,10.18
5834,0,0.35,0.73
5835,1,5.15,43.91
5836,0,1.34,9.43
5837,1,1.01,5.06
5838,0,0.0,0.0
5839,0,0.12,0.0
5840,0,0.87,6.41
5841,1,1.5,9.06
5842,1,4.29,34.31
5843,1,1.85,10.57
5844,0,4.78,44.1
5845,0,2.65,21.94
5846,1,1.53,8.64
5847,0,0.51,0.69
5848,0,0.0,0.0
5849,0,1.45,11.85
5850,1,1.71,12.03
5851,0,1.36,7.04
5852,1,5.86,49.01
5853,1,0.78,0.0
5854,1,1.01,0.0
5855,0,0.8,3.41
5856,0,2.16,15.44
5857,1,4.33,36.9
5858,1,7.83,68.85
5859,1,1.82,8.9
5860,1,1.26,3.18
5861,1,2.5,18.92
5862,1,1.29,6.45
5863,1,13.28,122.63
5864,1,0.38,0.0
5865,1,0.82,2.39
5866,1,4.28,38.6
5867,0,1.47,9.65
5868,1,3.4,22.75
5869,0,5.07,46.3
5870,1,4.06,30.8
5871,1,2.87,22.21
5872,0,3.44,30.83
5873,0,0.2,0.0
5874,0,0.31,0.0
5875,0,2.81,24.55
5876,1,1.44,12.03
5877,1,17.18,160.58
5878,0,5.16,45.36
5879,0,7.83,75.53
5880,1,0.94,2.61
5881,1,3.05,24.55
5882,1,0.31,0.0
5883,1,4.2,34.3
5884,1,0.41,0.0
5885,1,4.3,31.26
5886,1,0.96,2.81
5887,1,3.1,23.24
5888,1,1.52,8.3
5889,1,0.18,0.0
5890,0,3.47,29.51
5891,1,2.31,15.35
5892,1,3.94,34.02
5893,1,0.24,0.0
5894,1,2.66,18.49
5895,0,0.17,0.0
5896,1,0.62,2.62
5897,1,5.4,44.85
5898,0,0.78,3.73
5899,1,1.13,1.11
5900,1,0.84,0.92
5901,0,0.46,0.0
5902,1,5.6,52.19
5903,1,2.7,21.65
5904,0,4.72,41.79
5905,0,0.89,3.77
5906,1,3.51,26.85
5907,1,7.78,67.56
5908,0,2.29,18.85
5909,0,6.14,57.17
5910,1,1.32,4.41
5911,0,10.23,97.25
5912,1,0.78,0.0
5913,0,4.3,39.26
5914,1,1.19,3.56
5915,1,0.66,0.0
5916,1,2.7,20.76
5917,0,1.14,7.76
5918,1,1.12,5.72
5919,1,2.37,16.47
5920,0,13.38,129.97
5921,1,3.19,28.36
5922,0,0.98,6.46
5923,0,12.79,124.06
5924,0,0.98,5.73
5925,1,4.27,33.99
5926,0,0.92,6.73
5927,1,4.92,40.45
5928,0,3.1,25.73
5929,0,2.55,21.62
5930,0,1.84,14.96
5931,0,0.83,4.09
5932,0,2.82,24.7
5933,1,7.02,58.31
5934,0,0.1,0.0
5935,0,3.96,35.79
5936,1,6.4,60.33
5937,0,2.88,25.2
5938,0,0.9,4.43
5939,0,1.3,9.3
5940,0,4.14,38.2
5941,1,2.05,10.52
5942,0,0.02,0.0
5943,1,0.66,0.0
5944,1,1.66,6.45
5945,1,1.89,11.27
5946,0,1.36,10.91
5947,0,4.93,45.12
5948,0,0.75,4.02
5949,1,2.12,13.43
5950,0,5.05,48.01
5951,0,4.73,45.19
5952,1,1.04,2.46
5953,1,2.2,11.42
5954,0,0.51,0.78
5955,0,0.28,0.0
5956,1,3.31,21.85
5957,0,1.15,6.95
5958,0,2.16,18.45
5959,0,2.66,23.52
5960,1,3.44,24.97
5961,1,8.85,81.39
5962,0,0.8,3.63
5963,0,6.85,64.77
5964,1,0.91,0.0
5965,1,0.66,0.0
5966,0,0.35,0.0
5967,0,3.1,26.93
5968,0,2.27,17.67
5969,0,0.53,1.84
5970,1,1.07,1.22
5971,1,2.36,17.29
5972,1,9.8,92.21
5973,0,0.61,1.5
5974,0,0.9,5.44
5975,0,0.39,2.69
5976,1,3.03,22.64
5977,1,8.18,75.69
5978,1,1.35,5.88
5979,0,1.92,15.73
5980,1,7.55,68.5
5981,0,3.7,32.28
5982,1,3.25,20.81
5983,1,3.42,26.73
5984,0,3.94,34.92
5985,1,4.34,35.33
5986,0,1.99,14.99
5987,1,1.27,6.82
5988,1,1.48,4.43
5989,0,7.53,71.25
5990,1,1.06,0.59
5991,1,1.7,9.55
5992,0,3.51,32.09
5993,1,3.45,24.17
5994,1,2.7,14.54
5995,1,1.19,1.0
5996,0,0.45,0.84
5997,0,3.58,30.81
5998,0,1.98,16.49
5999,1,1.58,9.78
6000,0,1.41,10.64
6001,1,2.52,14.41
6002,1,3.6,32.5
6003,0,2.76,22.88
6004,0,0.22,0.0
6005,1,0.87,3.18
6006,1,0.23,0.0
6007,0,0.11,0.0
6008,0,4.49,40.08
6009,1,6.66,56.8
6010,1,2.08,12.83
6011,0,10.41,99.12
6012,1,6.39,55.24
6013,0,5.91,54.9
6014,0,1.37,11.54
6015,1,9.47,90.66
6016,0,4.15,36.93
6017,0,1.31,9.41
6018,1,7.43,62.75
6019,1,0.04,0.0
6020,1,3.34,24.04
6021,1,2.35,17.44
6022,0,0.26,0.0
6023,0,5.95,56.85
6024,0,0.99,6.19
6025,0,1.42,8.66
6026,1,2.12,15.68
6027,0,5.09,48.57
6028,0,2.71,22.91
6029,1,3.01,20.96
6030,0,1.35,8.71
6031,0,0.98,6.15
6032,0,1.95,14.66
6033,0,0.89,2.78
6034,0,1.24,9.25
6035,1,2.07,14.09
6036,0,5.56,50.89
6037,0,8.0,76.93
6038,1,6.08,52.17
6039,1,2.64,20.24
6040,1,4.14,33.05
6041,0,1.22,9.15
6042,1,2.12,15.97
6043,0,8.46,82.14
6044,1,1.76,9.09
6045,1,0.75,1.94
6046,1,2.2,15.78
6047,0,3.17,26.99
6048,0,0.41,0.51
6049,1,0.68,0.0
6050,0,1.09,5.9
6051,0,7.15,67.65
6052,0,3.37,29.99
6053,0,0.75,3.98
6054,1,3.48,25.2
6055,1,3.97,29.72
6056,1,2.42,19.03
6057,1,4.48,40.4
6058,1,0.14,0.0
6059,1,1.4,4.27
6060,1,11.04,99.3
6061,0,2.07,16.17
6062,0,0.24,0.0
6063,0,1.11,7.43
6064,1,0.21,0.0
6065,0,2.6,22.23
6066,1,23.23,223.01
6067,1,2.91,22.53
6068,1,3.62,25.61
6069,0,1.19,6.99
6070,1,1.12,3.01
6071,0,2.13,17.56
6072,0,6.9,63.61
6073,1,0.85,0.0
6074,1,2.61,22.1
6075,1,1.94,12.71
6076,1,3.83,27.06
6077,0,5.5,51.21
6078,0,1.79,12.44
6079,1,1.25,5.27
6080,1,2.31,13.48
6081,1,0.68,0.99
6082,0,0.27,0.0
6083,1,1.42,8.93
6084,0,2.95,26.46
6085,0,0.91,4.53
6086,0,7.42,70.4
6087,1,3.72,32.66
6088,1,4.24,32.97
6089,1,3.69,31.73
6090,0,0.01,0.0
6091,1,5.34,47.11
6092,1,8.36,72.33
6093,0,0.06,0.0
6094,0,2.74,23.49
6095,0,3.39,32.16
6096,0,0.66,2.25
6097,0,5.46,50.7
6098,1,3.32,27.67
6099,0,0.76,4.01
6100,0,10.25,97.02
6101,1,1.23,6.27
6102,0,3.41,31.8
6103,0,1.93,15.98
6104,1,4.2,35.53
6105,0,0.31,0.0
6106,1,9.45,87.7
6107,0,0.69,3.22
6108,1,1.72,4.07
6109,1,3.22,21.85
6110,0,1.29,8.15
6111,1,2.22,15.08
6112,0,0.11,0.0
6113,0,0.8,4.95
6114,1,4.63,41.79
6115,1,7.15,66.84
6116,0,0.8,3.85
6117,1,5.18,41.62
6118,0,0.09,0.0
6119,0,0.14,0.0
6120,1,2.32,14.1
6121,0,0.48,1.64
6122,1,1.51,4.46
6123,0,2.96,26.62
6124,0,5.86,53.98
6125,1,4.86,40.62
6126,1,1.53,10.02
6127,0,6.24,57.62
6128,1,5.98,53.02
6129,0,2.23,17.29
6130,1,2.62,17.74
6131,1,1.16,0.23
6132,1,1.45,1.67
6133,1,0.68,0.42
6134,0,2.24,19.57
6135,0,3.39,27.95
6136,0,2.89,25.21
6137,0,6.19,58.45
6138,0,3.23,29.72
6139,1,5.98,51.86
6140,0,0.45,1.55
6141,1,0.83,2.94
6142,1,7.89,72.86
6143,1,2.16,11.43
6144,0,0.73,4.3
6145,1,7.94,70.84
6146,0,10.53,102.51
6147,1,3.74,28.82
6148,1,1.63,10.49
6149,1,4.18,33.35
6150,1,0.41,0.0
6151,0,0.47,1.02
6152,1,2.26,9.67
6153,0,5.36,48.59
6154,1,1.78,8.54
6155,1,0.84,0.0
6156,0,1.43,9.13
6157,1,1.28,5.93
6158,1,1.08,0.82
6159,0,1.53,11.46
6160,1,1.3,6.7
6161,0,3.97,36.24
6162,0,0.2,0.0
6163,1,2.09,11.01
6164,0,1.26,8.35
6165,0,3.12,28.76
6166,1,7.42,62.37
6167,1,1.28,3.77
6168,0,5.08,47.57
6169,0,2.82,26.62
6170,1,0.9,0.0
6171,0,4.37,40.23
6172,1,2.41,19.36
6173,0,4.83,44.07
6174,0,1.58,12.83
6175,0,3.29,28.9
6176,0,0.66,2.54
6177,0,0.64,1.45
6178,0,1.25,9.32
6179,0,2.2,20.1
6180,1,4.17,34.07
6181,0,3.3,29.59
6182,0,5.17,47.19
6183,0,1.67,12.71
6184,1,7.68,69.97
6185,1,1.09,0.35
6186,1,0.81,3.89
6187,0,3.45,31.22
6188,1,0.9,6.62
6189,1,1.16,4.11
6190,0,6.53,61.25
6191,1,0.99,0.02
6192,1,15.25,140.89
6193,0,5.95,54.82
6194,1,6.08,56.62
6195,1,3.09,26.7
6196,1,1.05,4.51
6197,0,4.8,42.74
6198,0,0.17,0.0
6199,0,2.62,21.88
6200,0,1.73,14.13
6201,0,4.16,37.12
6202,0,0.07,0.0
6203,0,1.47,9.25
6204,1,2.93,17.78
6205,1,1.31,3.4
6206,0,1.61,12.74
6207,0,7.24,66.92
6208,1,2.73,14.34
6209,1,1.78,5.98
6210,0,2.28,18.17
6211,1,0.91,0.0
6212,0,1.05,5.54
6213,0,4.59,41.54
6214,1,3.73,28.07
6215,0,0.07,0.0
6216,1,2.69,21.41
6217,0,0.74,4.2
6218,1,11.19,109.85
6219,0,4.59,41.53
6220,1,0.73,2.01
6221,1,2.23,12.46
6222,0,2.02,15.75
6223,0,0.6,0.0
6224,0,3.66,32.85
6225,0,5.52,50.58
6226,1,0.89,0.0
6227,0,0.43,0.03
6228,1,1.31,7.33
6229,1,12.99,120.44
6230,0,1.56,11.51
6231,0,0.56,1.43
6232,0,0.39,1.64
6233,0,6.95,67.0
6234,1,5.59,48.19
6235,1,3.44,25.1
6236,0,2.33,19.86
6237,0,4.5,41.53
6238,0,1.15,7.46
6239,1,3.95,29.24
6240,0,4.01,37.07
6241,0,2.57,23.26
6242,1,0.96,2.91
6243,0,12.79,123.33
6244,0,5.0,46.89
6245,1,2.04,16.75
6246,0,2.9,25.48
6247,1,4.33,39.42
6248,1,2.28,14.55
6249,0,4.03,34.5
6250,0,4.45,39.12
6251,1,1.9,15.41
6252,1,1.08,4.17
6253,1,3.58,26.01
6254,1,3.41,21.54
6255,1,2.16,16.88
6256,0,0.18,0.0
6257,1,5.45,42.4
6258,1,3.31,20.23
6259,1,1.88,14.67
6260,0,5.06,47.25
6261,0,0.66,2.96
6262,0,0.95,6.5
6263,1,3.79,27.62
6264,0,1.48,9.25
6265,1,1.75,7.52
6266,0,0.88,3.91
6267,0,2.0,16.05
6268,1,5.09,41.41
6269,1,5.07,44.85
6270,1,5.5,45.17
6271,1,7.36,63.33
6272,1,0.78,0.0
6273,0,12.09,116.18
6274,1,1.82,13.48
6275,1,1.13,2.62
6276,0,10.52,101.57
6277,0,5.23,47.77
6278,1,8.86,78.42
6279,0,2.22,17.56
6280,0,4.13,37.27
6281,1,2.34,17.86
6282,0,2.33,19.18
6283,0,9.08,87.99
6284,1,4.72,38.53
6285,0,2.51,19.56
6286,1,1.67,9.79
6287,0,0.54,1.4
6288,0,0.37,0.09
6289,0,1.07,7.18
6290,0,3.54,29.44
6291,0,0.64,1.39
6292,1,0.58,0.54
6293,1,0.68,0.0
6294,1,6.26,55.04
6295,1,1.58,5.95
6296,1,1.67,5.84
6297,1,1.97,11.5
6298,0,2.98,26.54
6299,0,2.65,22.22
6300,1,8.39,74.42
6301,1,3.79,31.41
6302,0,2.48,20.55
6303,0,3.73,31.59
6304,0,3.27,26.46
6305,0,4.38,40.49
6306,0,2.55,21.63
6307,1,5.3,45.75
6308,0,6.91,65.89
6309,1,3.63,30.84
6310,0,1.33,9.65
6311,1,1.5,8.41
6312,1,3.54,27.59
6313,1,3.55,27.15
6314,1,0.25,0.0
6315,0,4.12,37.97
6316,1,0.81,3.82
6317,1,0.61,0.0
6318,0,0.5,1.26
6319,0,3.21,26.61
6320,0,2.22,18.39
6321,0,5.63,55.94
6322,1,0.39,0.0
6323,0,5.31,49.05
6324,1,3.33,26.96
6325,1,0.99,4.96
6326,1,4.28,36.88
6327,0,4.06,36.33
6328,1,0.39,0.0
6329,0,0.93,6.34
6330,1,3.08,27.8
6331,0,1.44,9.96
6332,1,4.8,39.64
6333,0,2.3,19.87
6334,0,5.83,53.28
6335,1,0.82,0.13
6336,1,4.01,37.14
6337,1,2.76,16.58
6338,1,2.93,17.89
6339,1,1.76,6.95
6340,1,1.53,7.72
6341,0,0.63,2.54
6342,1,2.37,11.76
6343,1,1.51,7.03
6344,1,1.41,2.93
6345,1,10.79,96.18
6346,1,1.83,13.36
6347,0,3.4,30.93
6348,0,1.41,10.08
6349,0,2.53,20.77
6350,0,2.07,16.35
6351,1,3.1,25.17
6352,1,4.15,36.35
6353,1,3.93,29.87
6354,1,4.94,42.1
6355,1,0.51,0.24
6356,1,0.9,0.0
6357,0,1.24,7.85
6358,1,2.12,13.92
6359,0,0.76,3.86
6360,1,4.69,41.36
6361,1,4.6,35.5
6362,0,7.35,71.1
6363,1,4.32,36.84
6364,0,0.34,0.1
6365,0,3.28,27.92
6366,0,1.59,11.42
6367,0,0.9,3.95
6368,0,2.76,23.02
6369,1,1.78,5.65
6370,0,2.27,19.16
6371,1,3.46,20.58
6372,0,2.26,17.91
6373,1,0.55,0.0
6374,1,1.74,8.81
6375,0,4.69,41.87
6376,1,2.06,10.26
6377,1,2.8,19.84
6378,1,2.09,9.85
6379,1,1.6,3.58
6380,1,1.05,4.42
6381,1,4.16,36.11
6382,1,3.8,26.07
6383,0,8.07,77.43
6384,1,2.52,15.08
6385,1,3.75,26.8
6386,1,2.42,15.22
6387,0,1.93,14.32
6388,0,5.77,53.93
6389,1,2.02,13.92
6390,1,8.28,76.04
6391,1,3.38,25.92
6392,0,0.27,0.15
6393,0,0.21,0.0
6394,1,12.91,115.47
6395,0,1.53,12.84
6396,0,2.66,21.94
6397,0,1.69,12.41
6398,0,0.52,0.0
6399,0,0.4,0.03
6400,0,0.72,2.21
6401,0,2.79,23.96
6402,1,3.0,20.98
6403,0,1.2,7.75
6404,1,0.66,0.0
6405,0,1.17,8.43
6406,0,1.52,10.71
6407,0,4.24,38.07
6408,0,4.01,35.44
6409,0,0.75,4.29
6410,1,1.58,7.27
6411,1,3.26,24.87
6412,0,3.16,27.6
6413,0,2.47,22.11
6414,0,0.36,0.0
6415,0,1.01,6.32
6416,0,0.1,0.0
6417,0,4.3,37.92
6418,1,5.82,46.83
6419,1,7.96,73.83
6420,1,1.14,0.0
6421,0,7.1,66.22
6422,0,7.52,73.35
6423,1,18.97,179.88
6424,1,5.45,42.71
6425,1,1.8,6.32
6426,0,0.92,5.68
6427,0,3.5,30.99
6428,1,4.02,31.73
6429,0,3.24,26.61
6430,1,1.34,8.21
6431,0,2.2,17.88
6432,1,1.33,8.52
6433,1,3.1,24.77
6434,0,4.44,41.8
6435,1,4.57,34.24
6436,0,1.7,12.44
6437,1,2.95,18.7
6438,1,4.86,39.71
6439,1,1.28,4.43
6440,0,0.75,4.18
6441,1,2.47,17.27
6442,0,2.04,17.88
6443,0,0.07,0.0
6444,0,2.62,20.66
6445,0,1.62,11.96
6446,1,2.92,22.9
6447,0,7.39,69.89
6448,0,1.22,9.17
6449,1,0.42,0.0
6450,0,0.69,1.33
6451,1,1.59,7.87
6452,0,5.97,54.39
6453,0,2.39,17.99
6454,1,16.13,155.08
6455,1,1.95,7.84
6456,0,0.21,0.0
6457,1,1.38,7.88
6458,0,14.72,143.16
6459,0,4.08,37.74
6460,0,7.4,70.73
6461,0,2.71,23.02
6462,1,0.99,5.84
6463,0,9.27,89.48
6464,0,0.78,3.69
6465,0,1.52,10.47
6466,1,1.64,7.91
6467,1,3.93,28.38
6468,0,1.62,11.2
6469,0,9.45,91.77
6470,1,10.33,99.39
6471,0,0.31,0.0
6472,1,8.71,77.49
6473,0,4.8,45.57
6474,0,3.74,33.36
6475,1,2.06,8.98
6476,1,4.33,32.02
6477,1,5.27,45.65
6478,0,5.32,49.44
6479,1,5.0,45.0
6480,0,1.16,6.85
6481,1,1.23,2.36
6482,1,2.9,21.89
6483,1,1.38,7.53
6484,0,4.61,44.82
6485,1,0.35,0.0
6486,0,1.66,10.61
6487,0,4.52,42.62
6488,0,0.25,0.0
6489,1,4.21,32.95
6490,0,0.79,3.46
6491,0,0.41,0.08
6492,0,1.1,6.39
6493,1,0.29,0.0
6494,0,2.98,26.41
6495,0,1.21,8.21
6496,1,16.12,150.21
6497,0,0.31,0.16
6498,1,7.48,63.75
6499,1,2.61,17.52
6500,1,0.67,0.11
6501,1,6.77,54.73
6502,1,0.62,1.01
6503,0,3.11,27.68
6504,1,1.47,5.52
6505,0,1.79,13.07
6506,0,2.55,22.77
6507,0,7.57,69.86
6508,0,1.0,5.95
6509,0,1.47,9.27
6510,1,1.24,3.97
6511,0,1.26,8.66
6512,1,1.39,1.26
6513,0,2.38,18.82
6514,1,2.99,22.36
6515,1,3.78,26.04
6516,0,0.79,5.0
6517,1,2.42,15.13
6518,0,0.13,0.0
6519,0,0.12,0.0
6520,1,1.5,9.6
6521,1,2.31,16.48
6522,0,3.54,30.07
6523,1,4.32,37.25
6524,0,1.54,10.39
6525,1,4.91,39.02
