Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Vehicle Class,Vehicle Size, Customer Lifetime Value 
JR38787,Nevada,Extended,High School or Below,Disabled,M,24561,Suburban,Married,SUV,Small," $14,433 "
KZ22690,California,Extended,College,Employed,F,76456,Rural,Single,Four-Door Car,Medsize," $13,027 "
NY49598,California,Basic,College,Employed,M,65828,Suburban,Divorced,Four-Door Car,Small," $2,452 "
KY39767,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $4,662 "
YU35386,Arizona,Basic,Bachelor,Employed,F,63621,Suburban,Married,Four-Door Car,Medsize," $5,600 "
ER40041,Oregon,Basic,College,Employed,F,78965,Rural,Married,Luxury Car,Medsize," $22,196 "
MS39869,Nevada,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $7,343 "
QF21045,Oregon,Basic,College,Employed,F,99205,Urban,Married,Two-Door Car,Medsize," $2,736 "
HF65914,Arizona,Extended,College,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $6,941 "
ZR88383,Nevada,Basic,College,Employed,F,55350,Suburban,Married,Four-Door Car,Medsize," $5,381 "
FI74985,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $7,557 "
ZG19911,California,Basic,Bachelor,Employed,F,35149,Rural,Married,Two-Door Car,Medsize," $2,552 "
DI89983,California,Basic,Bachelor,Medical Leave,M,16513,Suburban,Divorced,Four-Door Car,Medsize," $5,223 "
IG56214,Nevada,Basic,High School or Below,Disabled,M,10892,Suburban,Divorced,Four-Door Car,Medsize," $5,010 "
LC59148,Washington,Extended,High School or Below,Employed,F,37995,Suburban,Married,SUV,Medsize," $5,597 "
UO95739,Oregon,Basic,College,Employed,M,54704,Urban,Divorced,SUV,Medsize," $4,458 "
SB64873,Oregon,Basic,Doctor,Employed,M,25381,Suburban,Single,Four-Door Car,Medsize," $8,201 "
TE82896,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $2,746 "
IE82679,California,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,Four-Door Car,Medsize," $2,454 "
SL70257,Nevada,Basic,College,Employed,F,77156,Suburban,Divorced,Four-Door Car,Small," $5,873 "
XJ85947,Oregon,Extended,College,Employed,F,88782,Urban,Divorced,Four-Door Car,Large," $3,119 "
EF84269,California,Extended,College,Employed,F,51489,Rural,Married,SUV,Medsize," $5,569 "
NY91328,California,Extended,Bachelor,Retired,F,16972,Suburban,Divorced,SUV,Large," $9,030 "
AT49447,California,Extended,Bachelor,Employed,M,99359,Rural,Married,Two-Door Car,Medsize," $7,592 "
BM70908,Arizona,Basic,College,Employed,M,58289,Suburban,Single,Two-Door Car,Medsize," $2,255 "
GM63998,Oregon,Premium,Doctor,Employed,F,45173,Suburban,Married,Luxury Car,Medsize," $32,614 "
AR61426,California,Extended,Bachelor,Employed,F,93246,Rural,Married,Two-Door Car,Medsize," $9,446 "
WH82416,Oregon,Extended,Bachelor,Employed,M,75651,Urban,Married,Four-Door Car,Large," $9,766 "
UI53874,Arizona,Basic,Doctor,Unemployed,F,0,Suburban,Divorced,Four-Door Car,Medsize," $7,295 "
JR59597,California,Extended,Bachelor,Employed,M,50843,Suburban,Single,Two-Door Car,Small," $6,333 "
ZS22428,California,Basic,Bachelor,Employed,F,21907,Rural,Married,Four-Door Car,Medsize," $4,917 "
AZ34845,California,Basic,Bachelor,Employed,F,77846,Urban,Married,Sports Car,Medsize," $4,798 "
FL67726,Washington,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,SUV,Medsize," $10,409 "
NQ42020,Oregon,Basic,High School or Below,Employed,M,80864,Urban,Married,Luxury SUV,Medsize," $7,323 "
ZF40143,Nevada,Premium,College,Employed,F,48197,Suburban,Single,Four-Door Car,Medsize," $8,276 "
GU65780,California,Basic,Doctor,Employed,M,70837,Suburban,Married,Four-Door Car,Small," $5,635 "
ZX35838,Oregon,Premium,Master,Employed,F,70177,Rural,Married,Four-Door Car,Medsize," $9,336 "
LU42720,Nevada,Extended,College,Employed,M,52499,Suburban,Divorced,SUV,Medsize," $48,357 "
RW51650,Oregon,Basic,Bachelor,Employed,M,97361,Suburban,Single,Four-Door Car,Medsize," $8,623 "
XX94684,Nevada,Extended,High School or Below,Employed,M,50052,Suburban,Single,Sports Car,Small," $5,080 "
AH99727,Arizona,Basic,Bachelor,Disabled,F,11612,Suburban,Married,Four-Door Car,Medsize," $5,623 "
NZ85858,Arizona,Basic,High School or Below,Employed,F,78115,Urban,Married,Four-Door Car,Small," $5,270 "
JU19953,California,Basic,Master,Employed,F,81947,Urban,Married,Two-Door Car,Medsize," $8,621 "
LC33025,Oregon,Extended,College,Employed,M,44698,Suburban,Married,Luxury Car,Medsize," $7,918 "
BV86143,California,Basic,High School or Below,Employed,F,26876,Urban,Married,Four-Door Car,Medsize," $21,034 "
AY88788,Oregon,Basic,College,Employed,F,69841,Urban,Married,Luxury SUV,Medsize," $15,418 "
OJ33945,Oregon,Basic,High School or Below,Employed,F,97768,Rural,Divorced,Two-Door Car,Medsize," $8,693 "
LO84523,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Luxury Car,Medsize," $6,503 "
AR96516,Oregon,Basic,Bachelor,Employed,F,50217,Suburban,Married,Two-Door Car,Medsize," $5,915 "
WH11924,Washington,Basic,College,Unemployed,M,0,Suburban,Single,Two-Door Car,Large," $4,646 "
DL26809,Nevada,Basic,College,Unemployed,M,0,Suburban,Single,Two-Door Car,Small," $6,827 "
SC95565,Nevada,Basic,High School or Below,Employed,F,62018,Urban,Married,Two-Door Car,Medsize," $2,888 "
RL31641,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $2,252 "
OH83248,California,Premium,Master,Employed,M,57394,Urban,Married,Four-Door Car,Medsize," $8,459 "
ZS32263,California,Extended,High School or Below,Employed,F,48887,Suburban,Divorced,Four-Door Car,Medsize," $3,789 "
IY59173,Oregon,Extended,Master,Employed,F,68867,Suburban,Married,SUV,Medsize," $5,221 "
CP28581,Arizona,Basic,College,Employed,M,59230,Rural,Married,SUV,Medsize," $8,514 "
QR15592,Arizona,Basic,Bachelor,Employed,F,59586,Rural,Divorced,Four-Door Car,Medsize," $5,660 "
DX98298,Washington,Basic,High School or Below,Employed,M,57506,Suburban,Married,Sports Car,Small," $4,082 "
TG68823,Arizona,Basic,Bachelor,Employed,F,25134,Suburban,Married,Four-Door Car,Small," $5,319 "
WO78310,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $4,160 "
SC78905,Oregon,Basic,College,Unemployed,F,0,Suburban,Married,Four-Door Car,Small," $2,237 "
EL88957,California,Basic,College,Unemployed,M,0,Suburban,Married,SUV,Medsize," $3,460 "
SS54050,California,Basic,Bachelor,Employed,M,44901,Suburban,Married,Four-Door Car,Small," $16,006 "
ZV99487,Arizona,Extended,Bachelor,Unemployed,F,0,Rural,Married,Four-Door Car,Medsize," $6,987 "
XI51746,Oregon,Basic,Bachelor,Employed,F,28463,Urban,Married,SUV,Medsize," $8,827 "
KG85675,Nevada,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,SUV,Small," $4,727 "
KK64803,California,Extended,High School or Below,Employed,M,82320,Suburban,Married,Four-Door Car,Medsize," $27,443 "
OM80593,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,SUV,Medsize," $7,247 "
RL59810,Oregon,Basic,College,Employed,F,78460,Urban,Married,Four-Door Car,Medsize," $5,138 "
QQ53360,Nevada,Extended,College,Unemployed,M,0,Suburban,Married,Two-Door Car,Medsize," $2,739 "
MK52197,Nevada,Basic,Master,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $5,507 "
SV48204,Oregon,Extended,College,Employed,F,61108,Rural,Divorced,Four-Door Car,Medsize," $10,485 "
RJ79502,Arizona,Basic,Bachelor,Employed,M,98003,Urban,Divorced,SUV,Small," $8,501 "
SM14243,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $8,426 "
NL32558,Arizona,Extended,High School or Below,Disabled,F,22081,Suburban,Married,Two-Door Car,Small," $6,503 "
CP92616,Nevada,Extended,High School or Below,Employed,M,83006,Urban,Married,Luxury SUV,Small," $46,805 "
MX28412,Oregon,Basic,College,Medical Leave,F,28700,Suburban,Married,Four-Door Car,Medsize," $2,575 "
DT99586,California,Basic,Master,Employed,F,61552,Rural,Married,SUV,Medsize," $37,112 "
IC41932,Nevada,Basic,College,Employed,M,56718,Suburban,Divorced,SUV,Medsize," $4,371 "
UW98698,California,Basic,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Medsize," $2,270 "
SF32458,California,Basic,Doctor,Medical Leave,M,12608,Urban,Married,Four-Door Car,Medsize," $4,991 "
OM85313,California,Basic,Master,Employed,M,63499,Urban,Married,Four-Door Car,Medsize," $2,922 "
OH99089,California,Basic,Master,Employed,F,30228,Rural,Married,Four-Door Car,Medsize," $5,827 "
TG57800,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $2,601 "
GX19342,California,Premium,High School or Below,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $8,491 "
XE39286,Arizona,Extended,Bachelor,Employed,F,99364,Suburban,Married,Sports Car,Small," $9,779 "
JA93297,California,Basic,Bachelor,Retired,M,23665,Suburban,Married,Four-Door Car,Medsize," $22,659 "
PG93638,Oregon,Basic,College,Employed,M,28919,Urban,Married,Two-Door Car,Medsize," $5,761 "
OZ41737,Oregon,Basic,Doctor,Unemployed,F,0,Urban,Married,Four-Door Car,Large," $5,367 "
OY66019,Oregon,Extended,College,Unemployed,F,0,Urban,Married,Four-Door Car,Medsize," $6,259 "
CH73843,Arizona,Basic,High School or Below,Employed,M,69900,Rural,Married,Two-Door Car,Large," $7,624 "
XT93203,California,Premium,High School or Below,Employed,M,55687,Suburban,Divorced,Luxury SUV,Medsize," $10,964 "
OR85652,Oregon,Extended,Bachelor,Employed,F,78294,Rural,Married,Four-Door Car,Medsize," $7,428 "
YD87931,Washington,Basic,Doctor,Employed,M,46896,Rural,Married,Four-Door Car,Medsize," $4,952 "
XK11432,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Married,Two-Door Car,Small," $4,665 "
OX24868,California,Premium,High School or Below,Unemployed,F,0,Suburban,Single,SUV,Medsize," $6,022 "
EZ74530,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Sports Car,Medsize," $3,074 "
KP54476,California,Extended,Master,Employed,M,87128,Suburban,Single,Two-Door Car,Medsize," $7,780 "
AI47152,Nevada,Basic,College,Employed,F,35434,Urban,Married,Four-Door Car,Medsize," $7,993 "
GD59796,Nevada,Premium,College,Employed,F,53243,Suburban,Single,Four-Door Car,Small," $23,228 "
OX59701,California,Extended,High School or Below,Employed,M,21006,Suburban,Married,SUV,Medsize," $5,446 "
OD63728,California,Basic,College,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $4,558 "
RZ24101,Nevada,Premium,College,Medical Leave,F,24417,Suburban,Divorced,SUV,Medsize," $7,143 "
OB88698,Oregon,Basic,High School or Below,Employed,M,67099,Rural,Married,Two-Door Car,Medsize," $5,470 "
IK92617,Oregon,Extended,Bachelor,Employed,F,97830,Urban,Married,Four-Door Car,Small," $11,629 "
YH43996,Arizona,Premium,College,Unemployed,M,0,Suburban,Single,Four-Door Car,Small," $10,190 "
BJ65040,Arizona,Basic,High School or Below,Employed,F,93558,Suburban,Married,Four-Door Car,Medsize," $2,733 "
WY57101,Arizona,Extended,Doctor,Employed,F,37384,Suburban,Married,Four-Door Car,Medsize," $4,014 "
OG77759,Arizona,Basic,Bachelor,Disabled,M,28227,Suburban,Married,Four-Door Car,Small," $7,120 "
GD11927,California,Basic,High School or Below,Employed,M,78185,Suburban,Single,Four-Door Car,Small," $2,382 "
MC20349,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $5,208 "
HM22034,Nevada,Basic,College,Unemployed,M,0,Suburban,Divorced,Four-Door Car,Medsize," $5,019 "
KH48996,Arizona,Basic,Bachelor,Employed,F,97205,Rural,Divorced,Sports Car,Small," $11,901 "
VM34210,Washington,Basic,College,Unemployed,F,0,Urban,Married,SUV,Medsize," $7,399 "
EN72010,Oregon,Basic,College,Disabled,M,20545,Suburban,Single,Two-Door Car,Medsize," $7,271 "
KH44031,Oregon,Extended,Master,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $3,164 "
GJ47896,Arizona,Basic,College,Employed,F,35503,Urban,Married,Two-Door Car,Medsize," $2,661 "
GD87742,Oregon,Basic,College,Employed,F,58988,Suburban,Married,Sports Car,Medsize," $14,141 "
MD14027,Nevada,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $7,654 "
XA32915,Nevada,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Two-Door Car,Small," $2,200 "
OJ50322,Nevada,Premium,High School or Below,Employed,M,39032,Suburban,Married,SUV,Medsize," $15,763 "
XB77333,Oregon,Basic,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Large," $13,198 "
QB58745,California,Basic,High School or Below,Employed,M,34927,Urban,Married,Two-Door Car,Large," $2,788 "
IG62421,Nevada,Extended,Doctor,Employed,M,30817,Rural,Divorced,Four-Door Car,Medsize," $3,436 "
SF29724,California,Basic,Bachelor,Employed,F,31535,Rural,Single,Four-Door Car,Medsize," $2,713 "
WM95454,California,Extended,Bachelor,Retired,F,23376,Suburban,Divorced,Four-Door Car,Medsize," $2,867 "
MJ60422,Arizona,Extended,Bachelor,Employed,M,34886,Suburban,Married,Two-Door Car,Small," $6,652 "
JX76668,Washington,Premium,High School or Below,Employed,F,62935,Rural,Married,Sports Car,Small," $11,314 "
ZE76673,Oregon,Extended,Doctor,Employed,M,24164,Suburban,Divorced,Sports Car,Medsize," $10,972 "
XG19917,Washington,Extended,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $3,190 "
WF34690,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,Four-Door Car,Medsize," $19,357 "
ZM28138,Arizona,Basic,Bachelor,Employed,F,40153,Suburban,Single,Four-Door Car,Medsize," $7,227 "
FI14842,Nevada,Basic,College,Unemployed,F,0,Suburban,Married,SUV,Medsize," $7,857 "
KC32511,Oregon,Basic,Master,Employed,F,97131,Suburban,Married,Four-Door Car,Small," $5,182 "
PT93474,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,Four-Door Car,Medsize," $11,513 "
RL74454,Nevada,Basic,Bachelor,Employed,F,33171,Urban,Married,Four-Door Car,Medsize," $5,147 "
EV53200,Nevada,Basic,College,Employed,M,60228,Urban,Divorced,SUV,Medsize," $21,504 "
AJ89107,Arizona,Extended,High School or Below,Employed,M,27072,Suburban,Married,Four-Door Car,Large," $7,349 "
WS25565,California,Basic,Master,Disabled,M,26057,Suburban,Divorced,Four-Door Car,Small," $8,510 "
ZY33234,Nevada,Premium,High School or Below,Employed,F,66331,Suburban,Single,Two-Door Car,Large," $4,297 "
QW17286,Washington,Basic,Master,Employed,F,66030,Urban,Married,Four-Door Car,Medsize," $2,778 "
TO34442,Washington,Basic,College,Employed,M,59768,Suburban,Married,Four-Door Car,Small," $5,533 "
DG90902,California,Basic,College,Employed,F,45106,Suburban,Married,Four-Door Car,Medsize," $17,477 "
SW96063,Arizona,Extended,Bachelor,Employed,F,78435,Urban,Divorced,SUV,Medsize," $10,480 "
KR50062,Oregon,Basic,College,Employed,M,79507,Suburban,Married,Two-Door Car,Medsize," $2,754 "
ST52914,Arizona,Extended,College,Employed,M,25899,Suburban,Divorced,Two-Door Car,Medsize," $6,043 "
WQ68301,Oregon,Basic,Bachelor,Medical Leave,M,13610,Suburban,Married,Four-Door Car,Large," $2,827 "
LR33381,Nevada,Basic,Doctor,Unemployed,M,0,Suburban,Married,Four-Door Car,Small," $22,042 "
UR36912,California,Basic,Bachelor,Employed,M,77362,Suburban,Married,Two-Door Car,Medsize," $2,797 "
SK46419,California,Basic,High School or Below,Employed,M,96443,Suburban,Single,SUV,Medsize," $4,073 "
BY88757,California,Extended,Master,Unemployed,M,0,Suburban,Married,SUV,Large," $5,182 "
ER65086,Nevada,Extended,Doctor,Employed,M,90778,Rural,Married,Four-Door Car,Medsize," $6,132 "
VL80291,Nevada,Extended,Master,Employed,F,78494,Rural,Divorced,Two-Door Car,Medsize," $3,210 "
TT36693,Nevada,Premium,College,Employed,M,58842,Suburban,Married,Four-Door Car,Medsize," $4,363 "
PT12544,Arizona,Extended,College,Employed,M,63935,Urban,Married,Four-Door Car,Medsize," $6,880 "
CI24326,Oregon,Extended,Bachelor,Unemployed,M,0,Suburban,Married,Four-Door Car,Medsize," $3,591 "
YQ73717,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Four-Door Car,Medsize," $5,201 "
FG99706,Oregon,Extended,College,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $5,522 "
OM63414,Arizona,Basic,Bachelor,Employed,F,62258,Rural,Single,Two-Door Car,Large," $5,072 "
PF40592,Washington,Basic,College,Medical Leave,F,23285,Rural,Married,Two-Door Car,Medsize," $4,943 "
EW82164,California,Basic,Bachelor,Employed,F,56901,Suburban,Married,SUV,Small," $4,167 "
KV99550,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,Four-Door Car,Small," $6,515 "
CA96230,California,Basic,Doctor,Employed,M,99443,Rural,Married,SUV,Medsize," $9,190 "
QN17712,Oregon,Basic,College,Unemployed,F,0,Urban,Divorced,SUV,Medsize," $8,231 "
YC54142,Washington,Extended,High School or Below,Unemployed,M,0,Suburban,Single,Luxury Car,Medsize," $74,229 "
DZ45471,Nevada,Basic,College,Employed,M,64801,Urban,Married,Four-Door Car,Medsize," $7,582 "
BN74268,Arizona,Extended,College,Employed,F,28045,Suburban,Married,Four-Door Car,Medsize," $11,763 "
QJ93301,Nevada,Premium,Master,Employed,M,44661,Urban,Married,Two-Door Car,Medsize," $4,053 "
OO92815,Arizona,Extended,High School or Below,Employed,F,21246,Suburban,Married,Four-Door Car,Medsize," $3,311 "
HV50891,Nevada,Extended,Doctor,Employed,M,31278,Suburban,Married,Two-Door Car,Medsize," $3,528 "
RK59543,California,Basic,High School or Below,Employed,F,74454,Suburban,Single,Four-Door Car,Medsize," $5,595 "
IH54239,California,Basic,Master,Employed,M,62474,Rural,Married,Four-Door Car,Medsize," $5,090 "
GB14456,Nevada,Extended,High School or Below,Unemployed,M,0,Suburban,Single,SUV,Large," $22,337 "
RC95515,Arizona,Basic,College,Medical Leave,M,20647,Urban,Divorced,Four-Door Car,Medsize," $4,793 "
TI61458,California,Extended,Bachelor,Employed,F,33806,Urban,Divorced,Four-Door Car,Medsize," $27,790 "
RB49468,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Single,Four-Door Car,Medsize," $7,512 "
SJ18454,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,Sports Car,Medsize," $18,768 "
KC19420,California,Extended,College,Disabled,F,19589,Suburban,Married,SUV,Large," $4,988 "
TP12241,California,Basic,College,Medical Leave,F,22338,Urban,Married,Two-Door Car,Medsize," $5,123 "
BD89564,Nevada,Premium,College,Employed,M,66839,Suburban,Single,Sports Car,Medsize," $5,990 "
SG20925,Washington,Basic,Master,Employed,F,99428,Rural,Married,Four-Door Car,Medsize," $5,186 "
CJ97736,Oregon,Basic,College,Employed,F,31364,Suburban,Married,Four-Door Car,Small," $5,828 "
QI40455,Oregon,Basic,Doctor,Unemployed,F,0,Urban,Married,SUV,Large," $12,098 "
YL72747,California,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,Four-Door Car,Medsize," $2,265 "
FL18392,California,Basic,Bachelor,Employed,F,77601,Urban,Married,Two-Door Car,Small," $5,719 "
KC67431,California,Extended,College,Employed,F,46707,Rural,Married,Sports Car,Medsize," $10,517 "
EG40823,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,SUV,Medsize," $4,303 "
QO89177,California,Premium,College,Employed,M,50234,Suburban,Divorced,Four-Door Car,Small," $11,927 "
AV72430,Oregon,Premium,Master,Employed,M,75526,Suburban,Married,Four-Door Car,Small," $16,532 "
AT36002,Washington,Basic,College,Unemployed,F,0,Suburban,Single,Luxury SUV,Medsize," $13,579 "
WI29961,Nevada,Basic,High School or Below,Employed,M,28343,Suburban,Married,Two-Door Car,Medsize," $5,437 "
No36572,Oregon,Premium,High School or Below,Employed,M,22728,Suburban,Married,Four-Door Car,Large," $4,583 "
YZ56105,California,Extended,High School or Below,Unemployed,F,0,Suburban,Single,Two-Door Car,Medsize," $6,410 "
MN62189,California,Basic,High School or Below,Medical Leave,F,17331,Suburban,Divorced,SUV,Medsize," $8,992 "
MQ32284,California,Basic,College,Employed,F,35133,Suburban,Married,SUV,Medsize," $12,233 "
NS38229,Nevada,Basic,College,Employed,F,63147,Rural,Married,Four-Door Car,Medsize," $5,126 "
IB41597,California,Extended,College,Employed,F,67575,Urban,Married,Four-Door Car,Medsize," $11,014 "
